Country;Aruba;;Afganistán;;Angola;Albania;Andorra;El mundo árabe;Emiratos Árabes Unidos;Argentina;Armenia;Samoa Americana;Antigua y Barbuda;Australia;Austria;Azerbaiyán;Burundi;Bélgica;Benin;Burkina Faso;Bangladesh;Bulgaria;Bahrein;Bahamas;Bosnia y Herzegovina;Belarús;Belice;Bermudas;Bolivia;Brasil;Barbados;Brunei Darussalam;Bhután;Botswana;República Centroafricana;Canadá;Europa Central y del Báltico;Suiza;Islas del Canal;Chile;China;Côte d'Ivoire;Camerún;Congo, República Democrática del;Congo, República del;Colombia;Comoras;Cabo Verde;Costa Rica;Estados pequeos del Caribe;Cuba;Curacao;Islas Caimán;Chipre;República Checa;Alemania;Djibouti;Dominica;Dinamarca;República Dominicana;Argelia;Asia oriental y el Pacífico (excluido altos ingresos);inicial del dividendo demográfico;Asia oriental y el Pacífico;Europa y Asia central (excluido altos ingresos);Europa y Asia central;Ecuador;Egipto, República Árabe de;Zona del Euro;Eritrea;España;Estonia;Etiopía;Unión Europea;Frágiles y situaciones de conflicto afectados;Finlandia;Fiji;Francia;Islas Feroe;Micronesia (Estados Federados de);Gabón;Reino Unido;Georgia;Ghana;Gibraltar;Guinea;Gambia;Guinea-Bissau;Guinea Ecuatorial;Grecia;Granada;Groenlandia;Guatemala;Guam;Guyana;Ingreso alto;Hong Kong, Región Administrativa Especial;Honduras;Países pobres muy endeudados (PPME);Croacia;Haití;Hungría;Sólo BIRF;BIRF y la AIF;total de la AIF;mezcla de la AIF;Indonesia;Sólo AIF;Isla de Man;India;No clasificado;Irlanda;Irán, República Islámica del;Iraq;Islandia;Israel;Italia;Jamaica;Jordania;Japón;Kazajstán;Kenya;Kirguistán;Camboya;Kiribati;Saint Kitts y Nevis;Corea, República de;Kuwait;América Latina y el Caribe (excluido altos ingresos);República Democrática Popular Lao;Líbano;Liberia;Libia;Santa Lucía;América Latina y el Caribe;Países menos desarrollados: clasificación de las Naciones Unidas;Países de ingreso bajo;Liechtenstein;Sri Lanka;Países de ingreso mediano bajo;Ingreso mediano y bajo;Lesotho;avanzada del dividendo demográfico;Lituania;Luxemburgo;Letonia;Región Administrativa Especial de Macao, China;Isla de San Martín (parte francesa);Marruecos;Mónaco;República de Moldova;Madagascar;Maldivas;Oriente Medio y Norte de África;México;Islas Marshall; Ingreso mediano;Macedonia del Norte;Malí;Malta;Myanmar;Oriente Medio y Norte de África (excluido altos ingresos);Montenegro;Mongolia;Mariana;Mozambique;Mauritania;Mauricio;Malawi;Malasia;América del Norte;Namibia;Nueva Caledonia;Níger;Nigeria;Nicaragua;Países Bajos;Noruega;Nepal;Nauru;Nueva Zelandia;Miembros OCDE;Omán;Otros Estados pequeos;Pakistán;Panamá;Perú;Filipinas;Palau;Papua Nueva Guinea;Polonia;previa al dividendo demográfico;Puerto Rico;Corea, República Popular Democrática de;Portugal;Paraguay;Ribera Occidental y Gaza;Estados pequeos de las Islas del Pacfico;posterior al dividendo demográfico;Polinesia Francesa;Qatar;Rumania;Federación de Rusia;Rwanda;Asia meridional;Arabia Saudita;Sudán;Senegal;Singapur;Islas Salomón;Sierra Leona;El Salvador;San Marino;Somalia;Serbia;África al sur del Sahara (excluido altos ingresos);Sudán del Sur;África al sur del Sahara;Pequeños Estados;Santo Tomé y Príncipe;Suriname;República Eslovaca;Eslovenia;Suecia;Eswatini;Sint Maarten (Dutch part);Seychelles;República Árabe Siria;Islas Turcas y Caicos;Chad;Asia oriental y el Pacífico (BIRF y la AIF);Europa y Asia central (BIRF y la AIF);Togo;Tailandia;Asia meridional (BIRF y la AIF);África al sur del Sahara (BIRF y la AIF);Trinidad y Tobago;Túnez;Turquía;Tuvalu;Tanzanía;Uganda;Ucrania;Ingreso mediano alto;Uruguay;Estados Unidos;Uzbekistán;San Vicente y las Granadinas;Venezuela;Mundo;Sudáfrica;Zambia;Zimbabwe
1970;;243,1582633;162,6421754;193,5762784;;;3958,595725;353,0987014;;;;;;3304,83782;2058,769051;;69,39510892;2765,890997;110,34695;81,68773209;133,1429452;;;3005,784399;;;441,1719393;3387,272727;219,55969;;;1342,994603;;162,506051;91,47264874;4135,821498;;;;931,1267372;113,1625778;265,7403582;178,4061667;;196,8238117;344,3325998;;;530,7063376;746,0285196;641,8533072;;;;;2761,166833;;;3464,455156;331,8907091;352,5338404;113,9242007;216,2865778;320,8818742;;1381,37018;463,7724284;231,2174024;2210,865018;;1212,289326;;;1879,956957;201,5854894;2465,644819;416,7253857;2870,15751;2210,884354;;542,2083275;2347,544318;;249,9133518;;;98,90867695;133,0716892;209,2771169;1494,387984;;1498,276437;349,0249756;;379,7175797;2747,130717;960,0319615;259,8146512;139,2473981;;70,75695408;;251,1031332;235,6449939;153,7623737;201,8992062;79,41345543;137,2304612;;111,9683182;;1486,514527;385,812266;334,4412024;2576,353444;;2106,863959;755,5953108;410,6397976;2100,74807;;139,7572736;;107,0877962;248,8862501;362,4799858;279,3087463;3579,582667;;;;;;;;;;4272,339174;185,3671328;143,3865526;225,316769;67,16291998;293,2777583;;4298,033897;;;;257,7296448;12077,76404;;167,4550101;;407,8755859;706,3131871;;233,0157159;;58,46546333;828,4216803;20,65508383;293,9861871;;;;;275,7136584;;;374,9228805;5130,399802;;3203,711465;139,1771437;225,7739995;;2927,072939;3306,219476;69,27090357;;;2628,860957;382,1715672;286,0230969;169,1240002;891,0546713;;201,9232587;;259,3623595;;170,7926478;1852,354673;;934,0821561;246,850847;;;2792,129608;2154,83795;2557,401695;;;56,43719034;118,9557461;880,6257204;143,4661255;297,0429711;925,7978643;;156,406377;313,0400183;;86,69766278;;218,6356364;;218,6438072;460,2285631;;723,577193;;;4736,217154;253,214761;;343,8811885;281,6978405;;127,9564554;115,3307951;;115,5813949;197,9937498;118,9557461;218,6438072;831,0833359;285,1442237;502,6206744;;;122,0828659;;303,2339301;765,911759;5234,296666;;187,3876436;1018,108984;815,6636564;948,5917938;426,3021877;362,1441468
1971;;258,7005229;166,2248313;167,637045;;;4193,162374;396,7319335;;;;;;3495,141627;2380,978458;;70,58552337;3082,927989;108,4947186;84,5179878;127,9954527;;;3108,954374;;;479,9269418;3866,300366;231,3576993;;;1424,47152;;210,9590897;95,41896067;4535,393389;;;;1089,310862;118,654144;277,0004113;186,6419299;;223,6753157;365,3459511;;;565,2875631;799,6733239;766,1069507;;;;;3192,133616;;;3845,506089;362,2951315;359,8217989;119,2817629;228,483675;346,9501402;;1544,667293;433,6708481;242,1332786;2491,738848;;1362,165524;;;2114,105355;196,9105289;2716,190092;460,5006091;3180,33744;2553,178839;;626,0315808;2649,801514;;266,4636046;;;102,3827351;132,1108915;208,1953466;1652,325956;;1874,295302;355,0903711;;395,0811314;3014,157927;1106,469717;254,9258047;143,5345683;;76,115779;;266,020592;246,2569066;148,8407352;182,6873579;78,86575683;139,9741811;;118,1605289;;1703,932183;469,0835554;380,6375126;3252,099178;;2305,609751;816,4077781;414,4419971;2321,390925;;149,4640262;;144,8423675;261,0170407;440,1845199;301,1787367;4518,735948;;;;;;;;;;4874,740686;187,2282847;148,0888046;234,5004539;72,15944934;314,9575351;;4435,398008;;;;276,5081177;13315,97767;;175,3548968;;469,3702372;755,3324884;;242,3948417;;63,25645746;874,0663356;21,04422015;328,228649;;;;;290,1938989;;;402,2149282;5506,272177;;3449,881488;144,5828376;161,5439014;;3378,614797;3736,348737;69,10171851;;2772,918597;2872,730358;437,0053369;332,7099108;175,19892;977,4514583;;217,9774868;;281,5463284;;157,9497899;2044,319906;;1064,537713;269,7368425;;362,6394532;3061,73128;2431,171698;2912,958357;;;55,52431584;123,8250132;1123,214159;151,9777222;297,7691434;1071,41154;282,3860616;148,1065857;319,880475;;86,71319056;;214,6156838;;214,6370534;508,2157437;;767,8062169;;;5132,711607;299,9740186;;401,6080221;320,8129751;;134,0981084;120,7520641;;126,3832831;200,3640683;123,8250132;214,6370534;896,6377538;325,1928338;444,6283219;;;133,4915727;;317,0002851;1000,629503;5609,3826;;201,1246083;1109,42701;881,928011;1016,483365;383,4161493;406,2175033
1972;;270,7611721;141,3653223;198,4033764;;;4967,343963;459,8065007;;;;;;3949,372987;2924,048879;;68,95532974;3831,6319;129,9996252;99,66706567;90,67836556;;;3123,463773;;;527,7565642;4343,173432;268,2950421;;;1882,203842;;262,4651333;106,9448798;5106,73708;;;;1166,388586;131,8855585;309,2651081;220,0248081;;276,4939423;395,9876223;;;633,19966;911,4517426;887,2171977;;;;;3809,981445;;;4654,298936;420,6314721;468,6192555;131,9804107;245,6746937;420,8266847;;1836,236875;487,6287894;255,971414;2989,717154;;1708,808629;;;2533,807008;221,4849242;3177,645701;577,927078;3865,9254;3036,227809;;691,8141868;3030,432514;;225,9825113;;;105,5396537;147,164743;214,2676503;1899,675784;;2196,71424;367,1188811;;395,2677618;3461,754522;1384,734265;271,6477104;151,8181024;;76,65155649;;292,6875093;267,8288;150,9254566;199,8273067;90,51205917;133,5401956;;122,6124534;;2080,465147;569,6634544;391,5222873;4014,84273;;2671,137314;979,035956;462,5092077;3031,438606;;171,0050917;;74,71591021;317,6949795;516,5897225;324,1928112;4870,443184;;;;;;;;;;5712,078331;197,757935;157,0068035;256,1464048;73,74234711;349,7625188;;5486,720628;;;;313,9982605;16169,87026;;190,2671346;;552,9308244;844,1744381;;265,0868606;;76,66695555;975,7588009;23,1932712;381,4833629;;;;;328,7538521;;;466,9066045;5999,126802;;4038,318699;150,7778549;210,9954798;;4104,45103;4413,575692;78,46162552;;3294,648943;3295,290625;518,164168;394,1612368;150,6172113;1044,15554;;230,0747314;;328,9393366;;180,6083001;2246,476714;;1302,266268;304,9919661;;427,0006194;3519,759278;2581,3799;3439,863691;;;59,59451829;121,7919331;1437,210565;160,0622864;349,8163148;1264,375107;223,2659177;161,174968;332,7234684;;106,4108048;;235,3838218;;235,4296209;587,5544477;;784,722624;;;6027,128499;313,8667654;;546,9510953;356,9019875;;153,0770055;133,6075494;;144,0241236;216,1492348;121,7919331;235,4296209;1069,445105;420,5815606;555,286129;;;136,9676681;;354,0137582;775,8361727;6094,01799;;273,5520052;1158,859765;997,8383876;1034,49214;414,1076063;483,9699742
1973;;345,5734583;149,7440685;243,8755297;;;6183,808441;566,8916285;;;;;;4770,618658;3890,722419;;85,21464379;4900,962201;156,2803494;114,2185237;113,6657027;;;3466,05498;;;616,4710765;5009,29368;257,7592974;;;2905,413925;;371,434994;123,4949062;5858,334073;;;;1632,387356;157,0891109;400,8745244;271,6785433;;353,7525807;460,6007113;;;762,0825583;985,635937;1074,18706;;;;;5046,755103;;;6119,370222;483,346021;588,9072579;162,2540693;300,4757276;542,5374058;;2314,030938;579,0919066;272,0453531;3856,793485;;2247,553377;;;3258,716707;264,0770739;4173,173047;764,3877503;4984,196684;4056,67151;;1137,721319;3426,276221;;313,1723309;;;130,1979419;148,1661021;272,4483372;2502,814745;;2860,280576;438,5448512;;420,6909758;4149,002093;1893,181242;299,5027411;180,8026209;;94,48014051;;360,8631412;325,9310486;168,6470105;207,4580594;130,4897437;158,1830457;;143,456125;;2424,269047;874,1135953;472,2500125;5437,342525;;3205,25204;979,745005;533,9913793;4061,01339;;196,623957;;102,5776748;523,2954508;546,90155;406,8970935;5573,059387;;;;;;;;;;7457,14267;218,3509815;187,0083478;310,0440938;106,7148711;426,2947036;;7447,213018;;;;376,7793274;20857,06474;;227,4263864;;727,6920725;1000,937872;;321,5222829;;87,32165169;1143,620203;24,67841195;493,1828809;;;;;401,8696063;;;692,6814986;6642,693282;;4220,1821;187,0554754;254,3873472;;5345,575444;5689,588807;72,893253;;4323,196535;3938,422941;663,009854;558,361814;99,29793153;1162,283885;;282,4427967;;486,156214;;215,8433895;2432,414219;;1747,989041;385,3929861;;570,8686243;4214,024832;3294,949979;4848,629851;;;68,25853957;136,0392077;2108,625434;192,2940369;390,4826827;1685,459796;295,863892;195,5833427;370,7154532;;126,0532258;;296,0847557;;296,1330544;718,2592429;;856,4810726;;;7301,215426;461,6806768;;648,5319637;368,2960538;;165,4012768;164,2528792;;170,0106266;278,8200198;136,0392077;296,1330544;1274,933403;499,8148464;683,7024994;;;152,6838932;;434,5149805;1397,687262;6726,358956;;295,9566058;1371,094578;1187,728515;1364,206061;523,4439976;579,2964182
1974;;412,830995;181,598776;330,0787136;;;7174,444564;1046,223929;;;;;;6482,831082;4630,757197;;94,33346268;5733,798139;168,0122658;124,8115374;171,5262053;;;3197,702347;;;802,0560601;5853,932584;419,1062006;;1268,285821;6957,188745;;442,5360413;125,6634114;7056,708475;;;;1547,798245;160,1476879;468,8026281;299,8619028;;370,4183021;540,2261889;;;809,6960522;1266,201639;1211,71041;;;;;5639,077621;;;6770,750027;587,6572888;871,731462;179,7984909;411,195736;612,0530002;;2594,475178;954,8747785;243,3132672;4349,56172;;2749,924663;;;3667,842929;394,0226751;5297,607817;986,3871498;5345,921568;4896,142499;;2379,663506;3665,862798;;291,8052289;;;161,0276981;158,4014281;324,0656348;2828,748559;;3432,706033;527,4176968;;588,2526192;4633,800892;2144,614959;329,8221384;206,6460397;;112,3908584;;437,5750057;399,1479582;221,1409295;290,8342192;201,6676706;196,5706846;;163,2316156;;2516,927686;1448,763707;1024,336304;7040,554044;;3621,145822;1202,666681;655,2278575;4448,319656;;224,9295883;;85,11632666;1404,970623;715,3363062;563,3524758;12622,88442;;;;;;;;;;8568,798696;266,3968505;239,429457;379,3968965;128,3437938;471,1798587;;8966,728959;;;;452,0603333;22324,01449;;255,9429827;;1320,529515;1264,35837;;393,5428873;;82,01019199;1245,361225;41,19361772;731,9508623;;;;;484,8416837;;;837,763356;7209,100091;;4865,675408;197,4639683;406,2701421;;6440,97842;6811,527337;89,38255121;;4610,570426;4364,982147;2180,95948;1005,498916;134,5321801;1294,338833;;377,1083496;;536,8641177;;303,3801919;2614,500941;;2000,418246;503,5627284;;795,4854465;4667,082572;4103,028784;13393,28846;;;70,32204158;161,0104509;6068,408565;238,9065552;427,437442;2341,705514;439,9538512;216,3969074;418,1374275;;113,3294938;;371,8084879;;371,8536967;1093,935231;;1038,859979;;;8089,914585;534,3876176;;744,5068983;585,8837526;;163,1104041;182,0072767;;228,7188556;343,4252752;161,0104509;371,8536967;1962,942966;631,711259;911,2498518;;;183,6560042;;516,2561506;1433,787561;7225,69136;;319,799737;2039,737534;1334,813586;1650,4829;608,2774377;674,53903
1975;;426,3009363;194,6690362;374,0154735;;;7963,551816;1120,377671;27090,34006;;;;;7003,74418;5285,620724;;112,2861073;6701,377361;200,3343118;153,1288228;260,3515161;;;2953,22492;;;903,6171455;6509,433962;469,1897618;;1627,660387;7317,772329;;487,9158319;165,7933972;7536,520098;;;;716,3445515;178,3396141;568,1135072;386,2209432;;472,0820711;559,6814415;;;928,5050859;1463,421499;1369,245073;;;976,3342285;;6236,358881;;;7999,112667;704,8336683;989,3931629;197,9954199;451,6212973;657,6512242;;3011,716853;1088,081526;299,9871999;5018,237342;;3209,837445;;;4247,118417;432,7139879;6255,544641;1188,394722;6717,439489;5597,509871;;3252,619984;4299,745618;;275,2348892;;;187,9230344;165,2212817;368,1949693;3153,235776;;4257,875611;594,6518036;;663,6243333;5122,915594;2252,126941;347,8119872;234,8747607;;132,9675133;;473,3751697;436,6015382;259,4639655;325,0842899;232,1706348;239,7602193;;157,929385;;2973,400123;1575,806074;1158,457106;6454,177152;;4106,993868;1428,01224;722,4888626;4775,899536;;238,7464875;;;907,851803;760,2090617;617,4560619;10969,73865;;;;;;;;;;10698,61493;277,4890863;258,099566;422,0479173;122,9743097;494,2852144;;8701,304731;;;;516,6027222;27894,48997;;295,6988614;;1416,687185;1499,355567;;436,912049;;124,2222548;1560,112154;34,96894616;827,7848662;;;;;540,0479083;;;800,3824427;7775,533698;;6163,412562;196,40257;441,9785958;;7335,508997;8204,451512;113,1582072;;4171,76974;4843,146678;2663,510125;1094,550633;164,8480958;1403,733812;;398,0532228;;485,461462;;340,1589505;2738,243153;;2127,637507;556,7615863;;871,2150852;5187,969002;4936,770208;12883,17533;;;126,6373782;168,4143488;5922,49238;280,3155212;560,7036727;2489,911575;377,1503087;222,3072996;462,1621728;;168,1177012;;399,3607123;;399,4101396;1219,727186;;1187,085126;;;10117,30668;565,8095882;;806,2326443;742,5187674;;211,6990249;200,4230389;;245,9730134;363,8065718;168,4143488;399,4101396;2317,484038;750,3744253;1160,541739;;;201,139187;;584,8060959;1231,921867;7801,456664;;319,9609737;2084,38407;1465,609962;1664,480006;495,5227121;716,949515
1976;;414,4697559;205,6740967;439,8321474;;;7758,71683;1346,545593;31282,77154;;;;;7486,592781;5678,386658;;117,0518785;7243,047341;201,8329072;155,7549905;132,4574854;;;3115,53839;;;727,4556063;7261,278195;521,1985077;;1755,165984;8621,123728;;485,4037622;194,6007531;8838,947107;;;;956,8486225;165,4042624;652,702808;381,426602;;453,0692003;641,5507204;;;1113,036426;1490,404507;1436,285607;;;1157,411621;;6634,856899;;;8787,589722;754,7774557;1074,405245;197,8596192;487,2459189;711,38035;;3106,713623;1244,727084;335,8463339;5214,310277;;3279,312671;;;4422,50138;507,6837999;6739,690713;1183,996792;6899,069578;6588,160604;;4434,341164;4138,167788;;263,1318545;;;177,5469137;160,3194349;375,5545288;3390,544976;;4844,656293;696,2220153;;603,0630891;5535,705463;2850,01461;404,2204303;248,7084325;;168,3152885;;498,7723792;457,7198234;264,391241;380,9975593;277,0507928;214,9982709;;161,1372361;;2919,583087;2011,027287;1479,649934;7583,275298;;4033,099354;1461,474904;878,3534044;5310,431409;;246,3818154;;;681,6518209;688,0567511;834,134208;11235,75798;;;;;;;;;;11636,88506;258,1794369;277,9264039;440,2965914;117,5189991;501,1019788;;9490,690312;;;;537,8085938;28393,08999;;274,2665177;;1732,117208;1470,176759;;455,4380849;;137,9665954;1726,559448;38,93491698;989,6730052;;;;;577,7006604;776,6414282;;927,8051592;8615,910721;;5957,563595;193,9486121;561,5500999;;7925,688062;8927,201627;102,0880958;;4373,840998;5200,773081;3106,757752;1325,64793;187,4969066;1454,779187;;445,8041646;;529,3870888;;398,6512163;2946,461953;;2173,283934;610,560506;;855,8445179;5590,908274;5072,798542;15566,01728;;;137,2042711;160,6797802;7693,394199;336,6038513;553,8833965;2758,94038;407,1933552;191,0813784;558,7572746;;186,2752597;;423,6436176;;423,6869282;1362,858186;;1298,714645;;;10868,27577;518,6914783;;814,4747745;827,1559135;;208,0313121;200,2812962;;241,0328597;405,5478902;160,6797802;423,6869282;2341,875013;760,2349853;1270,339098;;;203,1759136;;596,4845114;1268,625833;8592,253537;;313,1807646;2316,030922;1564,108947;1554,002798;539,9553368;686,7217301
1977;;447,9277852;232,7786988;450,0740861;;;8206,982365;1501,66163;35186,23204;;;;1208,677164;7775,496821;6810,627685;;139,4132637;8426,946959;211,4928824;176,2974696;123,5144934;;;3386,626388;;;863,9110609;8370,786517;601,9947736;;1983,063842;10159,01244;;559,6563684;216,6045049;8949,109893;;;;1273,087701;185,4205374;844,8156259;435,3905627;;448,5010848;796,5561923;;;1380,475197;1712,863803;1468,709342;;;1476,271484;;7682,953775;;635,8701922;9783,852022;854,9928668;1223,991985;224,5850173;534,0159395;834,868582;;3496,473678;1468,873677;354,8976152;5907,192132;;3627,590663;;;4984,863341;536,7058947;7069,105738;1200,592312;7566,662559;8384,520736;;4042,630231;4681,439932;;294,6219343;;;211,8206737;153,9955199;383,1847212;3886,374451;742,1907752;5713,962534;854,6366434;;590,8760169;6218,424138;3429,420276;485,1615113;278,6130447;;177,8795592;;555,7331874;505,4868653;276,8737095;389,9014361;332,2820539;229,9612069;;186,4190895;;3427,073436;2311,01543;1599,824738;9957,254434;;4603,599701;1581,434834;1045,556887;6472,787787;;308,3125532;;;646,9259906;1020,487038;1055,880041;11335,08929;;;;;;;;;;12750,20457;289,8859036;309,3714857;483,8562997;149,343187;574,7137404;;10486,33579;;;;604,3435059;30911,95001;;287,8449704;;1948,779521;1315,591443;;500,3912486;;151,3752972;2037,897337;27,68471145;1110,122889;;;;;578,4501861;893,91387;;1075,339255;9403,387829;;6158,971519;228,7911413;541,156246;;9166,808195;10266,12067;95,0075015;;4950,588205;5812,476584;3164,870097;1453,52476;208,7761202;1501,943289;;499,1007317;;562,3671391;;420,9745968;3208,771356;;2267,371003;733,4654067;;874,1636661;6279,336801;5323,215545;15923,99159;;;156,096859;181,8581101;8473,7001;404,1007385;553,4819289;2846,335988;441,5891536;218,1705668;691,0613365;;112,0463676;;446,1007347;;446,1833019;1514,302349;;1662,735543;;;11448,61939;560,6571595;;1044,353113;857,1459344;;220,6792993;227,3283956;;295,5323416;461,660995;181,8581101;446,1833019;2901,624275;838,5881706;1417,963106;;;237,4008025;;649,5036625;1414,201589;9452,576519;;467,8069162;2592,914389;1738,662616;1666,495636;480,4681986;676,3292022
1978;;485,6663822;255,0456222;477,1940168;;;9456,015877;1610,275413;29526,63798;;;;1366,092143;8252,655904;8205,468977;;151,0679915;10289,76842;255,3923874;224,328553;166,0064224;;;3871,339807;;;981,048419;8876,865672;685,3827068;;2202,644953;11020,68022;;695,0924712;258,0683554;9154,433253;;;;1435,841297;228,5193132;1025,933653;581,8907071;;502,9580194;930,4062021;;;1541,069635;1736,624717;1833,990853;;;1929,403564;;9482,04285;;788,2421639;11826,01861;861,5138033;1495,209103;269,0017745;586,3652764;1084,975822;;4239,617673;1545,82313;356,2506611;7203,375395;;4356,43922;;;6045,025488;578,1199158;7628,815714;1351,455384;9299,77405;9480,115212;;3355,374011;5976,938169;;328,0840926;;;255,3339149;154,4284713;;4694,633782;921,8397292;7235,516939;925,1257445;;659,7372656;7393,142238;3923,971378;872,3721296;318,9525268;;179,4547354;;631,1200723;571,1653764;303,7356419;411,3537753;364,2857905;261,5195789;;206,0737493;;4399,986805;2166,890348;1853,574005;11236,73574;;5610,498099;1271,111218;1257,649973;9012,136035;;351,533533;;;760,3152777;1137,313547;1405,822374;11664,93175;;;;;;;;;;18050,48824;189,6093475;333,2370626;548,5526331;200,2459912;673,6746936;;13034,38821;;;;705,1932373;37681,4378;;316,2872568;;2021,4235;1600,78247;;567,9918316;;172,8705345;2558,740255;29,06295787;1161,736774;;;;;565,9289631;1087,702573;;1304,067339;10427,51639;;6152,761366;305,3801035;532,2174337;;11179,38956;11462,59459;107,7431176;;5936,98526;6919,557833;3002,247483;1562,438133;238,1558325;1737,554765;;561,381776;;653,737048;;455,1412209;3567,752629;;2457,313216;875,3533728;;992,2128687;7497,291285;6540,504312;16632,189;;;184,014166;202,2206399;8714,626976;421,6444397;603,7583426;3193,905657;508,8496295;296,9751336;719,6466508;;118,254747;;478,6116452;;478,7474394;1593,650659;;1925,972479;;;12620,51861;608,0117757;;1376,546513;992,9914613;;258,2416939;272,2798648;;306,0310343;548,0111128;202,2206399;478,7474394;3248,617696;954,209177;1558,502292;;;190,5417304;;764,7501196;1678,330434;10564,94822;;572,7321386;2735,433885;2036,992127;1846,852201;521,1793087;664,432526
1979;;560,1757495;284,7555317;577,5415555;;;12054,03164;2109,239238;34372,38249;;;;1688,309351;9294,359247;9793,765348;;189,1259412;11810,61588;317,8204176;259,0365069;190,0357917;;;5194,46237;;;1070,348251;9613,3829;803,9562383;;2656,647349;15409,83099;;917,5940221;293,166651;10077,50267;;;;1929,00724;272,1469227;1143,385842;718,0313338;;670,3599155;1092,304564;;;1717,784647;1974,780477;2003,582846;;;2559,259766;;11281,02332;;756,0707851;13751,99895;977,4143136;1829,897156;311,022669;696,3788311;1166,675779;;5150,461493;1789,23052;422,696046;8689,056305;;5770,214614;;;7274,66353;725,8854804;9332,245264;1621,49458;11213,02362;10553,06292;;4149,960175;7804,762081;;349,1091855;;;297,9373344;144,2772197;;5705,949371;1073,521789;8480,762531;1027,083696;;684,8964857;8472,654727;4569,48385;967,6596884;356,7379328;;195,1801732;;752,9867324;678,1835357;350,6536261;489,5257017;355,2359509;292,7646895;;224,5754377;;5429,962001;2429,561772;2857,559591;12640,64081;;6990,285807;1150,990385;1530,051186;9301,14831;;399,1130894;;;712,9772015;1359,599352;1783,622313;17524,36434;;;;;;;;;;20440,89634;229,190922;381,2954971;648,086949;211,9446194;822,1718689;;15204,33082;;;;825,6427612;45087,2083;;398,4641852;;2576,459509;2039,199072;;672,8352754;;221,0315176;3195,552586;29,01320651;1409,865757;;;;;650,4214823;1275,034209;;1647,630822;11518,74117;;7561,19656;352,3007296;667,9817219;;12798,54325;13046,53722;121,4845446;;6668,138666;7912,010026;3875,381491;1979,453775;254,3477606;1937,715489;;662,0465432;;754,0547036;;569,8343484;4024,50942;;2755,624618;1139,14806;;1188,669489;8556,29646;7662,774189;21634,62099;;;218,617337;221,3224541;11553,24022;419,7025452;734,0995434;3900,533553;669,9994529;336,1613571;781,3236783;;109,1588589;;564,3567974;;564,5907308;1937,460568;;2073,605715;;;14877,16429;711,6206844;;2030,135903;1154,51385;;228,1012324;314,804847;;322,9620468;611,5191058;221,3224541;564,5907308;4137,710373;1120,425484;2075,049003;;;164,3948193;;927,0429028;2442,07733;11674,18187;;665,1855282;3266,785346;2327,93863;2196,697471;604,1015462;777,8830088
1980;;720,7715065;291,649791;709,8488765;712,3697626;;12534,82847;2772,22853;42995,16399;;;;2025,474682;10208,65201;10869,54649;;213,2534354;12864,00257;366,5295266;278,195452;216,109852;2238,802958;8474,18836;5967,767886;;;1363,840218;11218,21782;775,8542123;;3992,036338;26228,07745;309,8543815;1130,315971;330,0029473;11208,20274;;19393,88055;;2531,573261;312,0203772;1225,415513;783,4101454;;932,508546;1275,996593;646,3605345;448,3971307;2001,176738;2434,179142;2030,041049;;;4232,022949;;12138,3081;;997,6246723;13883,88714;1174,693353;2259,724366;366,0657753;852,8787712;1256,776368;;5793,720369;2197,867369;495,3285356;9688,488731;;6208,578019;;;8100,238429;908,1693792;11223,93756;1865,734408;12738,52005;11451,06843;;5713,207359;10032,06208;;374,6427352;;;335,4965033;133,0834491;179,2611236;5893,661893;1169,367311;9483,102406;1143,440402;;775,1459824;9384,64634;5700,432109;1050,336302;385,9761848;;245,06453;;902,4426462;810,8131979;414,0516038;606,3242791;489,1601965;327,2817434;;267,3905787;;6372,437775;2449,653401;3850,258497;14821,81509;;8456,918974;1254,657765;1763,741794;9668,746264;;448,8330243;;;692,7716457;1588,492453;1715,4224;19170,92408;;;;;;1400,692003;;282,7759556;;21385,40827;269,3199617;443,9270578;770,5207611;306,5646945;978,8324562;;16531,1149;;;;1097,664795;50900,26312;;581,3281373;257,531377;3231,502406;3036,356114;;801,3712365;;238,680482;3948,403126;31,02348536;1637,855878;;;;;695,5128948;1171,577307;287,3864256;1852,96365;12441,44115;2481,562733;8443,155667;406,3587875;880,0619837;;13791,86226;15772,24091;124,7347084;;7467,168038;8709,600019;5879,099443;2684,658596;293,3918898;2357,750154;;761,0166543;;819,9620894;;701,8441215;4502,838428;;3368,366669;1444,694522;;1351,514997;9409,352569;8071,446626;28218,29253;;;239,1153863;260,6842953;16176,19662;429,0219727;790,7103565;4928,139118;782,5295138;326,7954586;792,6294613;;102,4388511;;710,8409274;;711,113398;2527,352928;;2119,367016;;;17097,83265;905,4618263;;2478,364704;1467,860198;;234,3349607;370,5118695;;400,4105043;707,3700142;260,6842953;711,113398;5528,946469;1329,268317;1561,014686;;;93,69222855;;1120,901215;3440,528158;12574,79151;;766,0991778;3886,573956;2587,772954;3034,660366;678,7749004;947,3671355
